id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	9.1 +/- 7.2 uM	Children:1-13 yrs old	N/A	Blood	NA
1	1-Methylhistidine	HMDB0000001	Obesity	Diagnostic	10.9 (0.80-21.0) umol/mmol creatinine	Adult	Both	Urine	Tuma, P., Samcova, E. & Balinova, P. Determination of 3-methylhistidine and 1-methylhistidine in untreated urine samples by capillary electrophoresis. J Chromatogr B Analyt Technol Biomed Life Sci 821, 53-59 (2005).
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	85.8 (17.7-153.8) umol/mmol creatinine	Adult	Both	Urine	David F. Putnam Composition and Concentrative Properties of Human Urine. NASA Contractor Report. July 1971
1	1-Methylhistidine	HMDB0000001	Alzheimer's Disease	Diagnostic	15.7 (11.7-19.7) umol/mmol creatinine	Adult	Both	Urine	Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).
1	1-Methylhistidine	HMDB0000001	Pregnancy	Diagnostic	50.0 (44.2-55.8) uM	Adult	Female	Blood	Pubmed_ID: 22494326
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	12.7 (9.8-15.6) uM	Adult	Both	Blood	Dohm, G. L., Williams, R. T., Kasperek, G. J. & van Rij, A. M. Increased excretion of urea and N tau -methylhistidine by rats and humans after a bout of exercise. J Appl Physiol 52, 27-33 (1982).
1	1-Methylhistidine	HMDB0000001	Preeclampsia/Eclampsia	Diagnostic	50.7 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
1	1-Methylhistidine	HMDB0000001	Kidney Disease	Diagnostic	83.1 (61.4-104.8) uM	Adult	Both	Blood	Raj, D. S., Ouwendyk, M., Francoeur, R. & Pierratos, A. Plasma amino acid profile on nocturnal hemodialysis. Blood Purif 18, 97-102 (2000).
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	9.5 (0-19) uM	Infant: 1-< 2 weeks old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	15.5 (1-30) uM	Infant/Adolescent: 2 weeks-<19 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1	1-Methylhistidine	HMDB0000001	Normal	Diagnostic	4.0 +/- 1.74 (N/A-N/A) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
1	1-Methylhistidine	HMDB0000001	Normal	Exposure	10 (0-20) uM	Infant: 0< 1 week old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1	1-Methylhistidine	HMDB0000001	Chicken Consumption	Monitoring	12.74 (11.5-13.98) umol/g	Adult:27-41 yrs old	Both	Urine	Pubmed_ID: 31908682
1	1-Methylhistidine	HMDB0000001	Beef Consumption	Monitoring	2.63 (2.02-3.24) umol/g	Adult:27-41 yrs old	Both	Urine	Pubmed_ID: 31908682
1	1-Methylhistidine	HMDB0000001	Pork Consumption	Monitoring	0.89 (0.72-1.61) umol/g	Adult:27-41 yrs old	Both	Urine	Pubmed_ID: 31908682
1	1-Methylhistidine	HMDB0000001	Plaice (Flatfish) Consumption	Monitoring	0.28 (0.13-0.43) umol/g	Adult:27-41 yrs old	Both	Urine	Pubmed_ID: 31908682
2	1,3-Diaminopropane	HMDB0000002	Leukemia	Diagnostic	0.96 (0.12-2.1) umol/mmol creatinine	Adult	Both	Urine	Lee, S. H., Suh, J. W., Chung, B. C. & Kim, S. O. Polyamine profiles in the urine of patients with leukemia. Cancer Lett 122, 1-8 (1998).
2	1,3-Diaminopropane	HMDB0000002	Normal	Diagnostic	0.015 (0-1.0) umol/mmol creatinine	Adult	Both	Urine	Guo, K. & Li, L. Differential 12C-/13C-isotope dansylation labeling and fast liquid chromatography/mass spectrometry for absolute and relative quantification of the metabolome. Anal Chem 81, 3919-3932 (2009).
4	2-Hydroxybutyric acid	HMDB0000008	Pyruvate Dehydrogenase Deficiency	Diagnostic	25.0 (25.0-27.9) umol/mmol creatinine	Adult	Both	Urine	OMIM 238331
4	2-Hydroxybutyric acid	HMDB0000008	Normal	Diagnostic	2.8 (1.2-6.9) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
4	2-Hydroxybutyric acid	HMDB0000008	Pregnancy	Diagnostic	19.5 (14.6-24.4) uM	Adult	Female	Blood	Pubmed_ID: 22494326
4	2-Hydroxybutyric acid	HMDB0000008	Normal	Diagnostic	54.0 (8.0-80.0) uM	Adult	Both	Blood	Hoffmann, G. F., Meier-Augenstein, W., Stockler, S., Surtees, R., Rating, D. & Nyhan, W. L. Physiology and pathophysiology of organic acids in cerebrospinal fluid. J Inherit Metab Dis 16, 648-669 (1993).
4	2-Hydroxybutyric acid	HMDB0000008	Preeclampsia/Eclampsia	Diagnostic	21.4 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
4	2-Hydroxybutyric acid	HMDB0000008	Normal	Diagnostic	85 (N/A-N/A) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5	2-Methoxyestrone	HMDB0000010	Prolactinoma	Diagnostic	0.025 (0.020-0.030) umol/mmol creatinine	Adult	Both	Urine	Lee, S. H., Nam, S. Y. & Chung, B. C. Altered profile of endogenous steroids in the urine of patients with prolactinoma. Clin Biochem 31, 529-535 (1998).
5	2-Methoxyestrone	HMDB0000010	Normal	Diagnostic	0.0050 (0.0040-0.0060) umol/mmol creatinine	Adult	Both	Urine	Lee, S. H., Nam, S. Y. & Chung, B. C. Altered profile of endogenous steroids in the urine of patients with prolactinoma. Clin Biochem 31, 529-535 (1998).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Fumarase Deficiency	Diagnostic	351.9 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Pubmed_ID: 26078636
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	2.0 (0.60-5.6) umol/mmol creatinine	Infant	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Pyruvate Carboxylase Deficiency	Diagnostic	8359.0 (8356.5-8361.5) umol/mmol creatinine	Infant	Unknown	Urine	Pubmed_ID: 28649521
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Diabetes Mellitus Type 2	Diagnostic	224.0 (218.0-230.0) umol/mmol creatinine	Adult	Both	Urine	Bales, J. R., Higham, D. P., Howe, I., Nicholson, J. K. & Sadler, P. J. Use of high-resolution proton nuclear magnetic resonance spectroscopy for rapid multi-component analysis of urine. Clin Chem 30, 426-432 (1984).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	0.62 (0-12.1) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 20822677
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Meningitis	Diagnostic	430.0 (359.0-501.0) uM	Adult	Both	Cerebrospinal Fluid (CSF)	Subramanian, A., Gupta, A., Saxena, S., Gupta, A., Kumar, R., Nigam, A., Kumar, R., Mandal, S. K. & Roy, R. Proton MR CSF analysis and a new software as predictors for the differentiation of meningitis in children. NMR Biomed 18, 213-225 (2005).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	34.0 (3.0-65.0) uM	Adult	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Lewis, M. J., Morrissey, J. A., Flegel, M. D., Jeroncic, K., Xiong, Y., Cheng, D., Eisner, R., Gautam, B., Tzur, D., Sawhney, S., Bamforth, F., Greiner, R. & Li, L. The human cerebrospinal fluid metabolome. J Chromatogr B Analyt Technol Biomed Life Sci 871, 164-173 (2008).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Diabetes Mellitus Type 2	Diagnostic	6360.0 (5350.0-7370.0) uM	Adult	Both	Cerebrospinal Fluid (CSF)	Tasker, R. C., Lutman, D. & Peters, M. J. Hyperventilation in severe diabetic ketoacidosis. Pediatr Crit Care Med 6, 405-411 (2005).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Anoxia	Diagnostic	2600.0 (2500.0-2700.0) uM	Adult	Both	Cellular Cytoplasm	Zupke, C., Sinskey, A. J. & Stephanopoulos, G. Intracellular flux analysis applied to the effect of dissolved oxygen on hybridomas. Appl Microbiol Biotechnol 44, 27-36 (1995).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	1300.0 (1200.0-1400.0) uM	Adult	Both	Cellular Cytoplasm	Zupke, C., Sinskey, A. J. & Stephanopoulos, G. Intracellular flux analysis applied to the effect of dissolved oxygen on hybridomas. Appl Microbiol Biotechnol 44, 27-36 (1995).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Medium Chain Acyl Co A Dehydrogenase Deficiency	Diagnostic	1.0e+03 (700.0-1.3e+03) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Pubmed_ID: 11489939
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	500.0 (-140.0-500.0) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Pyruvate Dehydrogenase Phosphatase Deficiency	Diagnostic	1800.0 (0-4190.0) uM	Infant	Male	Blood	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	565.0 (310.0-820.0) uM	Newborn	Both	Blood	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Long Chain 3 Hydroxyacyl Co A Dehydrogenase Deficiency	Diagnostic	140.0 (80.0-200.0) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Pubmed_ID: 11489939
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	2.6e+03 (260.0-5.0e+03) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Pubmed_ID: 11489939
6	(R)-3-Hydroxybutyric acid	HMDB0000011	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Diagnostic	1.5e+03 (200.0-2.8e+03) uM	Infant: 1 wk-2 yrs old	Female	Blood	Pubmed_ID: 11241047
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	170.0 (60.0-280.0) uM	Children: 2-17 yrs old	Both	Blood	Pubmed_ID: 26079780
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Preeclampsia/Eclampsia	Diagnostic	31.6 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	86.0 uM	Adult: >=18 yrs old	Both	Blood	Ozand, P. T., Hawkins, R. L., Collins, R. M. Jr, Tildon, J. T. & Cornblath, M. A micro-autoanalytic procedure developed for the determination of ketone bodies, gluconeogenic amino acids, pyruvate, lactate, and glucose in metabolic studies. Biochem Med 14, 170-183 (1975).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Diagnostic	64.0 uM	Infant: 1 wk-2 yrs old	Female	Blood	Pubmed_ID: 12072887
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Pregnancy	Diagnostic	27.0 (0-207.0) uM	Adult	Female	Blood	Pubmed_ID: 22494326
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	1840.0 (80.0-3600.0) uM	Unknown	Unknown	Blood	Burns, S. F., Broom, D. R., Miyashita, M., Ueda, C. & Stensel, D. J. Increased postprandial triacylglycerol concentrations following resistance exercise. Med Sci Sports Exerc 38, 527-533 (2006).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Carnitine Palmitoyltransferase I Deficiency	Diagnostic	100.0 (-2.4e+03-100.0) uM	Children: 2-17 yrs old	Male	Blood	Pubmed_ID: 11286380
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	1.8e+03 (500.0-3.0e+03) uM	Children: 2-17 yrs old	Male	Blood	Pubmed_ID: 9337379
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Obesity	Diagnostic	235.0 (218.0-252.0) uM	Adult	Female	Blood	Vice, E., Privette, J. D., Hickner, R. C. & Barakat, H. A. Ketone body metabolism in lean and obese women. Metabolism 54, 1542-1545 (2005).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	100.0 (10.0-190.0) uM	Adult	Female	Blood	Jovanovic, L., Metzger, B. E., Knopp, R. H., conley, M. R., Park, E., Lee, Y. J., Simpson, J. L., Holmes, L., Aarons, J. H. & Mills, J. L. The Diabetes in Early Pregnancy Study: beta-hydroxybutyrate levels in type 1 diabetic pregnancy compared with normal pregnancy. NICHD-Diabetes in Early Pregnancy Study Group (DIEP). National Institute of Child Health and Development. Diabetes Care 21, 1978-1984 (1998).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Schizophrenia	Diagnostic	17.6 (13.8-21.4) uM	Adult	Both	Blood	Pubmed_ID: 25004141
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	76.9 (10.6-143.2) uM	Adult	Both	Blood	Pubmed_ID: 21359215
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Diabetes Mellitus Type 2	Diagnostic	1400.0 (1300.0-1500.0) uM	Adult	Both	Blood	Sheikh-Ali, M., Karon, B. S., Basu, A., Kudva, Y. C., Muller, L. A., Xu, J., Schwenk, W. F. & Miles, J. M. Can serum beta-hydroxybutyrate be used to diagnose diabetic ketoacidosis? Diabetes Care 31, 643-647 (2008).
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Coronavirus disease	Diagnostic	95.400 (14.800-410.000) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Coronavirus disease	Diagnostic	202.000 (15.400-1040.000) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Coronavirus disease	Diagnostic	291.200 (107.700-474.700) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	46.000 (20.100-138.000) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
6	(R)-3-Hydroxybutyric acid	HMDB0000011	Normal	Diagnostic	46.4 +/- 23.9 (N/A-N/A) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
7	Deoxyuridine	HMDB0000012	Eosinophilic Esophagitis	Diagnostic	1.2 (0.20-2.2) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
7	Deoxyuridine	HMDB0000012	Normal	Diagnostic	0.30 (0-0.30) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 30817767
7	Deoxyuridine	HMDB0000012	Normal	Diagnostic	0 - 0.1 (N/A-N/A) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
9	Cortexolone	HMDB0000015	11 Beta Hydroxylase Deficiency	Diagnostic	1.8 uM	Infant: 1 wk-2 yrs old	Female	Blood	Pubmed_ID: 8933406
9	Cortexolone	HMDB0000015	Normal	Diagnostic	0.060 uM	Newborn: 0 day-1 wk	Both	Blood	Pubmed_ID: 8933406
9	Cortexolone	HMDB0000015	Normal	Diagnostic	2.65 (0-5.3) nmol/L	Infant: 0-<1 yr old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
9	Cortexolone	HMDB0000015	Normal	Diagnostic	0.49 (0.1-0.88) nmol/L	Children: 1-<2 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
9	Cortexolone	HMDB0000015	Normal	Diagnostic	0.57 (0.07-1.07) nmol/L	Children: 2-<7 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
9	Cortexolone	HMDB0000015	Normal	Diagnostic	1.18 (0.09-2.27) nmol/L	Children: 7-<12 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
9	Cortexolone	HMDB0000015	Normal	Diagnostic	1.14 (0-2.28) nmol/L	Adolescent: 12-<19 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
9	Cortexolone	HMDB0000015	Normal	Diagnostic	0.0039 +/- 0.0004 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
10	Deoxycorticosterone	HMDB0000016	Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency	Diagnostic	0.0012 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 26161337
10	Deoxycorticosterone	HMDB0000016	Normal	Diagnostic	0.073 uM	Adult: >=18 yrs old	Female	Blood	Pakravan, P., Kenny, F. M., Depp, R. & Allen, A. C. Familial congenital absence of adrenal glands; evaluation of glucocorticoid, mineralocorticoid, and estrogen metabolism in the perinatal period. J Pediatr 84, 74-78 (1974).
10	Deoxycorticosterone	HMDB0000016	Normal	Diagnostic	0.415 (0.07-0.76) nmol/L	Infant: 0-< 1 yr old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
10	Deoxycorticosterone	HMDB0000016	Normal	Diagnostic	0.14 (0.03-0.25) nmol/L	Infant: Children: 1-< 2 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
10	Deoxycorticosterone	HMDB0000016	Normal	Diagnostic	0.075 (0-0.15) nmol/L	Children/Adolescent: 2-< 12 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
10	Deoxycorticosterone	HMDB0000016	Normal	Diagnostic	0.12 (0-0.24) nmol/L	Adolescent: Children/Adolescent: 2-< 19 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
11	4-Pyridoxic acid	HMDB0000017	Normal	Diagnostic	16.5 (3-30) mcg/L	All	Both	Plasma	Mayo Clinic Test Catalog
11	4-Pyridoxic acid	HMDB0000017	Hypophosphatasia	Diagnostic	30 mcg/L	All	Both	Plasma	Mayo Clinic Test Catalog
11	4-Pyridoxic acid	HMDB0000017	Normal	Diagnostic	0.040 +/- 0.007 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
11	4-Pyridoxic acid	HMDB0000017	Vitamin B6 Consumption	Monitoring	2.36 umol/day	NA	Both	24 Hour Urine	NA
12	Alpha-ketoisovaleric acid	HMDB0000019	Maple Syrup Urine Disease	Diagnostic	550.0 (300.0-800.0) umol/mmol creatinine	Adult	Both	Urine	MetaGene: Metabolic & Genetic Information Center
12	Alpha-ketoisovaleric acid	HMDB0000019	Normal	Diagnostic	0.50 (0.20-1.1) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
12	Alpha-ketoisovaleric acid	HMDB0000019	Maple Syrup Urine Disease	Diagnostic	237.0 (223.0-251.0) uM	Children	Female	Blood	Peritoneal dialysis in maple-syrup-urine disease: Studies on branched-chain amino and keto acids. Eur J Pediatr (1980) 134: 57.
12	Alpha-ketoisovaleric acid	HMDB0000019	Normal	Diagnostic	14.0 (0-28.0) uM	Children	Both	Blood	Hoffmann, G. F., Meier-Augenstein, W., Stockler, S., Surtees, R., Rating, D. & Nyhan, W. L. Physiology and pathophysiology of organic acids in cerebrospinal fluid. J Inherit Metab Dis 16, 648-669 (1993).
12	Alpha-ketoisovaleric acid	HMDB0000019	Normal	Diagnostic	11.0 +/- 1.7 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
13	p-Hydroxyphenylacetic acid	HMDB0000020	Phenylketonuria	Diagnostic	44.6 (0-110.7) umol/mmol creatinine	Children	Both	Urine	Pubmed_ID: 4837567
13	p-Hydroxyphenylacetic acid	HMDB0000020	Normal	Diagnostic	185.8 (75.1-185.8) umol/mmol creatinine	Infant	Male	Urine	BC Children's Hospital Biochemical Genetics Lab
13	p-Hydroxyphenylacetic acid	HMDB0000020	Eosinophilic Esophagitis	Diagnostic	18.8 (0-40.4) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
13	p-Hydroxyphenylacetic acid	HMDB0000020	Normal	Diagnostic	109.3 (69.0-109.3) umol/mmol creatinine	Children	Both	Urine	BC Children's Hospital Biochemical Genetics Lab
